HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEO_ID,Input.CLIP,Answer.anger,Answer.disgust,Answer.fear,Answer.gender,Answer.happiness,Answer.sadness,Answer.secret_word1,Answer.secret_word2,Answer.secret_word3,Answer.sentiment,Answer.surprise,Answer.video_load,Approve,Reject
3EKZL9T8Y8Y58OQ2RL5N2HUG83JHCV,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:39 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:39 PDT 2017,,,3B3WTRP3DCE2IKDBMIXR16IQW6329R,A1ET2J1PIP0RGO,Submitted,Sun Oct 29 08:03:16 PDT 2017,Sun Oct 29 08:10:20 PDT 2017,Wed Nov 01 08:10:20 PDT 2017,,,,424,100% (17/17),100% (17/17),100% (17/17),mxFU6TrHChY,11,2,2,0,0,0,0,{},{},{},-3,0,0,,
388CL5C1RJZYBSK84YYM50K32CZLHH,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:36:05 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:36:05 PDT 2017,,,3HHRAGRYX9HGPR2G9GVO8JLTXD89OH,A2R2YZTSME1K3F,Submitted,Sun Oct 29 14:52:19 PDT 2017,Sun Oct 29 14:54:04 PDT 2017,Wed Nov 01 14:54:04 PDT 2017,,,,105,0% (0/0),0% (0/0),0% (0/0),k8NgVOCDYKM,4,2,2,0,0,0,0,{},{},{},-3,0,0,,
34F34TZU7WBO1CTQISJ22H1994C2JE,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:48 PDT 2017,,,3OSWBBLG1F9FMQTPMNNMDSVC02TDX8,A2R2YZTSME1K3F,Submitted,Sun Oct 29 14:56:43 PDT 2017,Sun Oct 29 14:58:08 PDT 2017,Wed Nov 01 14:58:08 PDT 2017,,,,85,0% (0/0),0% (0/0),0% (0/0),OORklkFql3k,8,2,2,0,0,0,0,{},{},{},-3,0,0,,
3E6L1VR4XWYWEBQVM44KDWQTW2VF63,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:12 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:12 PDT 2017,,,37U1UTWH9WYJ8ZBMWG6E2IVNOQGR8H,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:38:46 PDT 2017,Sat Oct 28 23:40:12 PDT 2017,Tue Oct 31 23:40:12 PDT 2017,,,,86,0% (0/0),0% (0/0),0% (0/0),_K0okiLaF9I,1,2,2,0,0,0,0,{},{},{},-2,0,0,,
3ZXV7Q5FJB0LUSZWWVHNZWI3SO7FCW,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:05 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:05 PDT 2017,,,3X73LLYYQ2QRMCKN6DJ36BJCQE9NH0,A2DC7EBSBUVUQ,Submitted,Sun Oct 29 08:55:12 PDT 2017,Sun Oct 29 08:56:16 PDT 2017,Wed Nov 01 08:56:16 PDT 2017,,,,64,100% (221/221),100% (221/221),100% (121/121),hF6kFQPdBjY,14,2,2,0,0,0,0,{},{},{},-2,0,0,,
3I7SHAD35M8LOLWHR1DPE0AYOERM7G,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:36 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:36 PDT 2017,,,3AZHRG4CU5W978LHQMS3R5MPZGR309,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 05:50:42 PDT 2017,Sun Oct 29 05:51:03 PDT 2017,Wed Nov 01 05:51:03 PDT 2017,,,,21,100% (123/123),100% (123/123),100% (123/123),hGRRlXfH0BY,6,2,2,0,0,0,0,{},{},{},-2,0,0,,
3EKZL9T8Y8Y58OQ2RL5N2HUG83JHCV,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:39 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:39 PDT 2017,,,3TESA3PJ32M7W80YL9KGL1282AGMMQ,A2R2YZTSME1K3F,Submitted,Sun Oct 29 06:52:10 PDT 2017,Sun Oct 29 06:53:40 PDT 2017,Wed Nov 01 06:53:40 PDT 2017,,,,90,0% (0/0),0% (0/0),0% (0/0),mxFU6TrHChY,11,2,2,0,0,0,0,{},{},{},-2,0,0,,
3VDI8GSXAF5PWP5EQ370FVMW3CN8GJ,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:52 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:52 PDT 2017,,,3LO69W1SU4PNYGMRAUL68J3M6LSLGX,A2R2YZTSME1K3F,Submitted,Sun Oct 29 14:15:21 PDT 2017,Sun Oct 29 14:16:52 PDT 2017,Wed Nov 01 14:16:52 PDT 2017,,,,91,0% (0/0),0% (0/0),0% (0/0),A8plGi4rbxM,3,2,2,0,0,0,0,{},{},{},-2,0,0,,
3HJ1EVZS2OVUKI8MUX6GNISSPZ5R35,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:22 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:22 PDT 2017,,,3C2NJ6JBKBTN7MH5NSGWJ7DA1WG2NO,A2DC7EBSBUVUQ,Submitted,Sun Oct 29 10:42:42 PDT 2017,Sun Oct 29 10:43:23 PDT 2017,Wed Nov 01 10:43:23 PDT 2017,,,,41,100% (221/221),100% (221/221),100% (121/121),pSxte-ms0t8,20,2,2,0,0,0,0,{},{},{},-2,0,0,,
3UDTAB6HH6BSZQD3HTOBUZURG1G906,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:59 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:59 PDT 2017,,,3PJ71Z61R5EVTZVF3EXDWN8L42N91J,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 13:48:26 PDT 2017,Sun Oct 29 13:49:42 PDT 2017,Wed Nov 01 13:49:42 PDT 2017,,,,76,100% (123/123),100% (123/123),100% (123/123),EEjCkc82oyk,5,2,2,0,0,0,0,{},{},{},-2,0,0,,
3ZVPAMTJWNFVEUKAPCD06CH1T4BGR3,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:36:07 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:36:07 PDT 2017,,,3I02618YA1IWUJ2KMR3UTFDXK3CPU3,A1ET2J1PIP0RGO,Submitted,Sun Oct 29 14:42:47 PDT 2017,Sun Oct 29 14:44:13 PDT 2017,Wed Nov 01 14:44:13 PDT 2017,,,,86,100% (17/17),100% (17/17),100% (17/17),_K0okiLaF9I,2,2,2,0,0,0,0,{},{},{},-2,0,0,,
3HUR21WDDU1FXHRMSH5Y2UATZHIXYA,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:34 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:34 PDT 2017,,,37XITHEISXLLK21ZDSMJ44R6EG4RCO,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 19:26:31 PDT 2017,Sat Oct 28 19:27:03 PDT 2017,Tue Oct 31 19:27:03 PDT 2017,,,,32,100% (123/123),100% (123/123),100% (123/123),npIVLL_fTf0,13,3,2,0,0,0,0,{},{},{},-3,0,0,,
3VO4XFFP15YC90U9JUK6V9U3YFNQ76,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:40 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:40 PDT 2017,,,3V5Q80FXIY3G3IOV59WHATF4WA332D,A2TBXASXZIRNNW,Submitted,Sat Oct 28 18:53:26 PDT 2017,Sat Oct 28 18:54:05 PDT 2017,Tue Oct 31 18:54:05 PDT 2017,,,,39,100% (1587/1587),100% (1509/1509),100% (1509/1509),nF0AMbTH4VM,0,3,2,0,0,0,0,{},{},{},-3,0,0,,
385MDVINFCRADSRXWC89QOHYDB5JWB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:46 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:46 PDT 2017,,,33L7PJKHCHAWOEOE05B92XW5CDQT8D,A1P3Z24Y6GRNVA,Submitted,Sun Oct 29 07:08:36 PDT 2017,Sun Oct 29 07:09:09 PDT 2017,Wed Nov 01 07:09:09 PDT 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),1YEgMQ1xxzQ,1,3,2,0,0,0,0,{},{},{},-3,0,0,,
3XD2A6FGFN6S0ZXFQV7V450ABTVS98,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:18 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:18 PDT 2017,,,3DHE4R9OCXNHXU0J0O31TN4D0FQG2G,A2TBXASXZIRNNW,Submitted,Sat Oct 28 17:29:44 PDT 2017,Sat Oct 28 17:30:12 PDT 2017,Tue Oct 31 17:30:12 PDT 2017,,,,28,100% (1587/1587),100% (1509/1509),100% (1509/1509),XblL7mcdDdg,11,3,2,0,0,0,0,{},{},{},-2,0,0,,
3ULIZ0H1VAH95SW9AMFUWO8ZZX0157,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:05 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:05 PDT 2017,,,31EUONYN2WFEMYFJCH0K01AQOZDVOT,A1ET2J1PIP0RGO,Submitted,Sat Oct 28 17:53:33 PDT 2017,Sat Oct 28 17:56:10 PDT 2017,Tue Oct 31 17:56:10 PDT 2017,,,,157,100% (17/17),100% (17/17),100% (17/17),mxFU6TrHChY,7,3,2,0,0,0,0,{},{},{},-2,0,0,,
30Y6N4AHYP8S2AAJNMCS0RE4GCSDRN,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:40 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:40 PDT 2017,,,3LEIZ60CDKBSOVGNBP65OHSXHCXZ9L,A1P3Z24Y6GRNVA,Submitted,Sat Oct 28 20:16:09 PDT 2017,Sat Oct 28 20:16:27 PDT 2017,Tue Oct 31 20:16:27 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),SZRxuS6fn9s,2,3,2,0,0,0,0,{},{},{},-2,0,0,,
3KQC8JMJGC4HVOUJYSUM9EQM2Q53HI,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:33 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:33 PDT 2017,,,3IO1LGZLKA9QMGD24S3GRN4RS36682,AE861G0AY5RGT,Submitted,Sat Oct 28 21:44:11 PDT 2017,Sat Oct 28 21:45:19 PDT 2017,Tue Oct 31 21:45:19 PDT 2017,,,,68,100% (51/51),100% (46/46),100% (45/45),sRMdbZVjhis,1,0,1,0,0,0,0,{},{},{},-3,0,0,,
3DW3BNF1GHU8EMV9FY6MFWP6QR8V8S,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:07 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:07 PDT 2017,,,31HQ4X3T3TMQOLVI5UFNXXMPUSGLS3,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:42:03 PDT 2017,Sat Oct 28 22:43:12 PDT 2017,Tue Oct 31 22:43:12 PDT 2017,,,,69,0% (0/0),0% (0/0),0% (0/0),QYp0lGhyL6A,4,0,1,0,0,0,0,{},{},{},-3,0,0,,
3DW3BNF1GHU8EMV9FY6MFWP6QR8V8S,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:07 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:07 PDT 2017,,,374TNBHA8C7YB4N4W5F8W59KLJIQYU,AE861G0AY5RGT,Submitted,Sat Oct 28 23:42:20 PDT 2017,Sat Oct 28 23:43:01 PDT 2017,Tue Oct 31 23:43:01 PDT 2017,,,,41,100% (51/51),100% (46/46),100% (45/45),QYp0lGhyL6A,4,0,1,0,0,0,0,{},{},{},-3,0,0,,
3ODOP6T3ASWYYUA5FLWYWFCQR7M42P,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:36:09 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:36:09 PDT 2017,,,32Z9ZLUT1MW94XKZ7SJGL0JHGQFHOE,A2R2YZTSME1K3F,Submitted,Sun Oct 29 14:48:02 PDT 2017,Sun Oct 29 14:51:38 PDT 2017,Wed Nov 01 14:51:38 PDT 2017,,,,216,0% (0/0),0% (0/0),0% (0/0),OORklkFql3k,4,0,1,0,0,0,0,{},{},{},-3,0,0,,
3XUSYT70ITD42GQKT9TDGVDH7MS0DB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:29 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:29 PDT 2017,,,37TRT2X24R3LC9QGRNHFRTZXMEBBJA,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 19:29:06 PDT 2017,Sat Oct 28 19:29:56 PDT 2017,Tue Oct 31 19:29:56 PDT 2017,,,,50,100% (123/123),100% (123/123),100% (123/123),xSCvspXYU9k,5,0,1,0,0,0,0,{},{},{},-2,0,0,,
3O0M2G5VC6E9YEV40UBD62K4XDT49E,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:09 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:09 PDT 2017,,,35K3O9HUACP3EAG4IOSKD3DQW2UEFT,A34M93NJC830DP,Submitted,Sat Oct 28 15:46:09 PDT 2017,Sat Oct 28 15:46:48 PDT 2017,Tue Oct 31 15:46:48 PDT 2017,,,,39,100% (1065/1065),100% (1065/1065),100% (643/643),4t5k_yILGJM,3,0,1,0,0,0,0,{},{},{},-2,0,0,,
3ZG552ORAMGXS7TKZHXL55C34RG2VW,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:25 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:25 PDT 2017,,,3II4UPYCOKJVDTSD09SUJKZJ3T0DQT,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:30:52 PDT 2017,Sat Oct 28 18:31:10 PDT 2017,Tue Oct 31 18:31:10 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),jakiZQd4boM,6,0,1,0,0,0,0,{},{},{},-2,0,0,,
3ZTE0JGGCE4F05CPVY0DMQRHKPVOCO,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:59 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:59 PDT 2017,,,3LQ8PUHQFM4Z8B9W9X6B13NV4C8HI1,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 20:36:50 PDT 2017,Sat Oct 28 20:37:12 PDT 2017,Tue Oct 31 20:37:12 PDT 2017,,,,22,100% (123/123),100% (123/123),100% (123/123),UiPmjKggv1s,5,0,1,0,0,0,0,{},{},{},-2,0,0,,
3LB1BGHFL288G0I2N741DRPNMLUTYN,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:07 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:07 PDT 2017,,,3JPSL1DZ5TBCCPC9079BPPW8DFUNAS,AYJGJAIY0EXW,Submitted,Sat Oct 28 16:44:29 PDT 2017,Sat Oct 28 16:52:37 PDT 2017,Tue Oct 31 16:52:37 PDT 2017,,,,488,0% (0/0),0% (0/0),0% (0/0),kCQqLNiO0mk,2,0,1,0,0,0,0,{},{},{},-2,0,0,,
306W7JMRYYAT58X3AHFMEKVZNZSB82,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:41 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:41 PDT 2017,,,3QEMNNSB2YBL7BNY4AJOJTIOY467DP,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 20:41:59 PDT 2017,Sat Oct 28 20:42:28 PDT 2017,Tue Oct 31 20:42:28 PDT 2017,,,,29,100% (123/123),100% (123/123),100% (123/123),5HjbZAbB-Lg,1,0,1,0,0,0,0,{},{},{},-2,0,0,,
36GJS3V78V2EG61XH74R4LVAJNEJGB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:42 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:42 PDT 2017,,,3OONKJ5DKDVZDKHD709KZPGJLALOBA,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 00:02:23 PDT 2017,Sun Oct 29 00:02:45 PDT 2017,Wed Nov 01 00:02:45 PDT 2017,,,,22,100% (123/123),100% (123/123),100% (123/123),3Wi0if_L6Ug,5,0,1,0,0,0,0,{},{},{},-2,0,0,,
37S0QRNUFBSA3AZW75VCNI5YFT8881,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:14 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:14 PDT 2017,,,3ON104KXQL8NXU56J7Q785NZEKRW4C,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 04:18:55 PDT 2017,Sun Oct 29 04:19:26 PDT 2017,Wed Nov 01 04:19:26 PDT 2017,,,,31,100% (123/123),100% (123/123),100% (123/123),xXGEkDhu94E,2,0,1,0,0,0,0,{},{},{},-2,0,0,,
34R0BODSP1B8PTQLMAA938RTO64E53,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:45 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:45 PDT 2017,,,3TPZPLC3M1OCVPP1777T66NX7M53PE,A2R2YZTSME1K3F,Submitted,Sat Oct 28 21:47:42 PDT 2017,Sat Oct 28 21:52:13 PDT 2017,Tue Oct 31 21:52:13 PDT 2017,,,,271,0% (0/0),0% (0/0),0% (0/0),KSyX-lejDcc,2,0,1,0,0,0,0,{},{},{},-2,0,0,,
33IXYHIZB5UGQW7Y4R8B51OH4WDE22,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:45 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:45 PDT 2017,,,35BLDD71I79QL2TQEQB1GZHU84JVZ0,AYJGJAIY0EXW,Submitted,Sat Oct 28 20:30:08 PDT 2017,Sat Oct 28 20:30:39 PDT 2017,Tue Oct 31 20:30:39 PDT 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),Gg9ZcRlwnbc,6,0,1,0,0,0,0,{},{},{},-2,0,0,,
3WGZLY9VCHYMK5VNOD6S9AJZQK58D7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:15 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:15 PDT 2017,,,3Y4W8Q93L0WNI1OUM8M4P7YRKOHVDD,A3GUJ6JD25FX7O,Submitted,Sun Oct 29 04:16:03 PDT 2017,Sun Oct 29 04:16:49 PDT 2017,Wed Nov 01 04:16:49 PDT 2017,,,,46,100% (499/499),100% (499/499),100% (208/208),xge9aYTxxOA,10,0,1,0,0,0,0,morsel,healer,district,-2,0,0,,
3HO4MYYR120LXTNLHTZJZWRW6PA6UT,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:00 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:00 PDT 2017,,,32KTQ2V7RERSPOH4W0GBGFWO2AAM9Q,A3GUJ6JD25FX7O,Submitted,Sun Oct 29 01:13:56 PDT 2017,Sun Oct 29 01:14:32 PDT 2017,Wed Nov 01 01:14:32 PDT 2017,,,,36,100% (499/499),100% (499/499),100% (208/208),cKldvZeyRDA,2,0,1,0,0,0,0,morsel,healer,district,-2,0,0,,
341H3G5YF0Q75HVGLRIA7NWKV42Z09,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:00 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:00 PDT 2017,,,3ZSY5X72NYNMTRY23XVAZ4LN3WPROR,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 00:17:19 PDT 2017,Sun Oct 29 00:17:41 PDT 2017,Wed Nov 01 00:17:41 PDT 2017,,,,22,100% (123/123),100% (123/123),100% (123/123),MMpo2bDk-DU,16,0,1,0,0,0,0,{},{},{},-2,0,0,,
306W7JMRYYAT58X3AHFMEKVZNZTB83,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:24 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:24 PDT 2017,,,3X3OR7WPZ0C851G9RW9IG6MOIZKL8G,A3R79CYQ817AV3,Submitted,Sun Oct 29 04:23:31 PDT 2017,Sun Oct 29 04:24:27 PDT 2017,Wed Nov 01 04:24:27 PDT 2017,,,,56,100% (4/4),100% (4/4),100% (4/4),gR4gM_WXesQ,20,0,1,0,0,0,0,{},{},{},-2,0,0,,
33W1NHWFYHX8LQS7JT6KRYYPSFZTZF,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:53 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:53 PDT 2017,,,37QW5D2ZRHYV9EBZB56JSS0JARS8SD,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 21:05:02 PDT 2017,Sat Oct 28 21:05:35 PDT 2017,Tue Oct 31 21:05:35 PDT 2017,,,,33,100% (123/123),100% (123/123),100% (123/123),rNXM3avNBKk,12,0,1,0,0,0,0,{},{},{},-2,0,0,,
3HKIF5DF6Y9PAUOOVVDEFRH7NI3G9E,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:25 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:25 PDT 2017,,,3TOK3KHVJUUCB8ENUJX4UNUN2LTO7P,A2R2YZTSME1K3F,Submitted,Sun Oct 29 05:59:23 PDT 2017,Sun Oct 29 06:01:19 PDT 2017,Wed Nov 01 06:01:19 PDT 2017,,,,116,0% (0/0),0% (0/0),0% (0/0),efLrpnuLwyU,3,0,1,0,0,0,0,{},{},{},-2,0,0,,
