HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEO_ID,Input.CLIP,Answer.anger,Answer.disgust,Answer.fear,Answer.gender,Answer.happiness,Answer.sadness,Answer.secret_word1,Answer.secret_word2,Answer.secret_word3,Answer.sentiment,Answer.surprise,Answer.video_load,Approve,Reject
3T2EL38U0MW6OF0017O4P87R082QX1,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,3LUY3GC630CUW8QO9JAJJNZDCOXP7B,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:16:23 PDT 2017,Sat Oct 28 22:17:30 PDT 2017,Tue Oct 31 22:17:30 PDT 2017,,,,67,0% (0/0),0% (0/0),0% (0/0),ttfaZ8IIWCo,5,0,0,0,0,1,0,{},{},{},3,0,0,,
3LXX8KJXPWLD275MJEQMK0Q9E4TO98,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:47 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:47 PDT 2017,,,3YMU66OBIOKLCK31J968GRAFPZ7HG0,A2TBXASXZIRNNW,Submitted,Sat Oct 28 19:58:53 PDT 2017,Sat Oct 28 19:59:33 PDT 2017,Tue Oct 31 19:59:33 PDT 2017,,,,40,100% (1587/1587),100% (1509/1509),100% (1509/1509),hE-sA5umuCk,0,0,0,1,0,3,0,{},{},{},3,0,0,,
3K2CEDRACBD8MJTO44GQJW2GDBHTMY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,3ERET4BTVNLXZ0H1BO3V124KD34K94,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 21:32:08 PDT 2017,Sat Oct 28 21:32:41 PDT 2017,Tue Oct 31 21:32:41 PDT 2017,,,,33,100% (123/123),100% (123/123),100% (123/123),bAkUEnPoucg,0,0,0,0,0,1,0,{},{},{},3,0,0,,
3O0M2G5VC6E9YEV40UBD62K4XDU49F,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:01 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:01 PDT 2017,,,3YMTUJH0DTSV5D1CO2LWLLG0AP94TS,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:11:19 PDT 2017,Sat Oct 28 23:14:03 PDT 2017,Tue Oct 31 23:14:03 PDT 2017,,,,164,0% (0/0),0% (0/0),0% (0/0),vGkIaClHKDg,16,0,0,0,0,2,0,{},{},{},3,0,0,,
3U74KRR67MXE41EOG5VQWBRGI1RTNY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,3H7Z272LX8JTBTFQDDBT2SHE774PLK,A2TBXASXZIRNNW,Submitted,Sat Oct 28 20:03:28 PDT 2017,Sat Oct 28 20:03:55 PDT 2017,Tue Oct 31 20:03:55 PDT 2017,,,,27,100% (1587/1587),100% (1509/1509),100% (1509/1509),oHV99Y_EWfI,4,0,0,0,0,3,0,{},{},{},3,0,0,,
3U74KRR67MXE41EOG5VQWBRGI1RTNY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,3R0T90IZ1TOUVCSLXHS750DZC7GGC4,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 20:53:58 PDT 2017,Sat Oct 28 20:54:17 PDT 2017,Tue Oct 31 20:54:17 PDT 2017,,,,19,100% (123/123),100% (123/123),100% (123/123),oHV99Y_EWfI,4,0,0,0,0,3,0,{},{},{},3,0,0,,
3VCK0Q0PO5QDOSHXI37GC0PBLQUN0G,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:01 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:01 PDT 2017,,,3KJYX6QCMAN0LNOMW48FS5T4P7GJVF,AE861G0AY5RGT,Submitted,Sat Oct 28 23:13:49 PDT 2017,Sat Oct 28 23:14:49 PDT 2017,Tue Oct 31 23:14:49 PDT 2017,,,,60,100% (51/51),100% (46/46),100% (45/45),AuPCZlKBzq8,10,0,0,0,0,2,0,{},{},{},3,0,0,,
3R4QIDVOJPO8LCJEXB3C72X61Z3EE4,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,31LVTDXBL8MEN6V5Q5FI7NHT8Q8LRQ,AE861G0AY5RGT,Submitted,Sat Oct 28 23:15:14 PDT 2017,Sat Oct 28 23:15:57 PDT 2017,Tue Oct 31 23:15:57 PDT 2017,,,,43,100% (51/51),100% (46/46),100% (45/45),YWxvIFmYnNU,31,0,0,0,0,3,0,{},{},{},3,0,0,,
33K3E8REWW70IB04FD743HMR62H8X9,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:22 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:22 PDT 2017,,,37KGEN7NJ42J2EUO5540J9QYCJVPPC,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:57:14 PDT 2017,Sat Oct 28 23:58:40 PDT 2017,Tue Oct 31 23:58:40 PDT 2017,,,,86,0% (0/0),0% (0/0),0% (0/0),Iemw8vqt-54,12,0,0,0,0,2,0,{},{},{},3,0,0,,
3TCFMTM8HE0H6VDMS3DWYH5NFNA218,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:04 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:04 PDT 2017,,,3Z4AIRP3C7PLUVDD6U3RCQU3B1JX1N,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:00:59 PDT 2017,Sat Oct 28 23:02:31 PDT 2017,Tue Oct 31 23:02:31 PDT 2017,,,,92,0% (0/0),0% (0/0),0% (0/0),L2uC4_Co9uw,0,0,0,0,0,0,0,{},{},{},3,0,0,,
36U4VBVNQOPEJCL59H2HARIS2CNURE,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:03 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:03 PDT 2017,,,3U088ZLJVL56Y6N50635W2XMX7E0W1,AE861G0AY5RGT,Submitted,Sat Oct 28 23:18:54 PDT 2017,Sat Oct 28 23:20:16 PDT 2017,Tue Oct 31 23:20:16 PDT 2017,,,,82,100% (51/51),100% (46/46),100% (45/45),eTCnM472-cQ,3,0,0,0,0,0,0,{},{},{},3,0,0,,
3X2YVV51PUG3IBBT6N23MOLCJU4W1J,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:49 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:49 PDT 2017,,,3QBD8R3Z22VFSLW4SLZXRBADBHYO4W,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:30:46 PDT 2017,Sat Oct 28 23:36:04 PDT 2017,Tue Oct 31 23:36:04 PDT 2017,,,,318,0% (0/0),0% (0/0),0% (0/0),iFj9wJaJSPE,3,0,0,0,0,1,0,{},{},{},3,0,0,,
3X2YVV51PUG3IBBT6N23MOLCJU4W1J,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:49 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:49 PDT 2017,,,3STRJBFXOX3GJFQF9U8CS25W7A6TKC,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 21:30:21 PDT 2017,Sat Oct 28 21:30:42 PDT 2017,Tue Oct 31 21:30:42 PDT 2017,,,,21,100% (123/123),100% (123/123),100% (123/123),iFj9wJaJSPE,3,0,0,0,0,2,0,{},{},{},3,0,0,,
33NOQL7T9OBPN60JGVVP0222E2F8Z6,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:22 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:22 PDT 2017,,,3DBQWDE4Y7AF6J0S5BIUHEGML4IN5H,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 04:21:33 PDT 2017,Sun Oct 29 04:25:44 PDT 2017,Wed Nov 01 04:25:44 PDT 2017,,,,251,100% (123/123),100% (123/123),100% (123/123),Jh1uDYOJMwk,1,0,0,0,0,2,0,{},{},{},3,0,0,,
39AYGO6AFFW8233CKSNXL1Z2YTGN6H,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:03 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:03 PDT 2017,,,3Z7EFSHGNAQ5HYNBMRSBTMDUFZYXC3,AE861G0AY5RGT,Submitted,Sun Oct 29 01:26:49 PDT 2017,Sun Oct 29 01:28:30 PDT 2017,Wed Nov 01 01:28:30 PDT 2017,,,,101,100% (51/51),100% (46/46),100% (45/45),Vx8npmcFxak,5,0,0,0,0,3,0,{},{},{},3,0,0,,
3WKGUBL7SZY4ZGWDPRE3BBBZX7B4LC,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:03 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:03 PDT 2017,,,3N2BF7Y2VR6L4UZNUC43TWUCLMKMHG,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:22:37 PDT 2017,Sat Oct 28 22:24:54 PDT 2017,Tue Oct 31 22:24:54 PDT 2017,,,,137,0% (0/0),0% (0/0),0% (0/0),J3-NEG8uoiE,28,0,0,0,0,1,0,{},{},{},3,0,0,,
3OND0WXMHWRK5MAGNCBIS5UJTFVEHK,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:50 PDT 2017,,,3M68NM076IJW4LSY319GI4ZWIUE6RW,A2TBXASXZIRNNW,Submitted,Sat Oct 28 20:48:09 PDT 2017,Sat Oct 28 20:48:31 PDT 2017,Tue Oct 31 20:48:31 PDT 2017,,,,22,100% (1587/1587),100% (1509/1509),100% (1509/1509),c_FJuhSte8Q,2,0,0,0,0,3,0,{},{},{},3,0,0,,
36FFXPMST906HDN5HQEEXHOXXH1OHY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:48 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:48 PDT 2017,,,3PEIJLRY6U5EVWTG3ISC5GKX7DYXWQ,A1AZAC9CPBEP6K,Submitted,Sat Oct 28 21:11:10 PDT 2017,Sat Oct 28 21:11:34 PDT 2017,Tue Oct 31 21:11:34 PDT 2017,,,,24,100% (1215/1215),100% (1214/1214),100% (726/726),tnWmVXZ87h0,0,0,0,0,0,1,0,morsel,healer,district,3,0,0,,
33QQ60S6ASUQJI16F4J2QVH5TMO0UM,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:24 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:24 PDT 2017,,,3LOZAJ85YEPSJGV9PY35H94839D2XT,A2R2YZTSME1K3F,Submitted,Sun Oct 29 05:58:29 PDT 2017,Sun Oct 29 05:59:36 PDT 2017,Wed Nov 01 05:59:36 PDT 2017,,,,67,0% (0/0),0% (0/0),0% (0/0),HQ2LwfRcrVc,11,0,0,0,0,2,0,{},{},{},3,0,0,,
307L9TDWJY495KGU1QPZEYNIO2F3NS,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:23 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:23 PDT 2017,,,3FDJT1UU75KEYDFP8YQEPMZIRAT5KC,A2TBXASXZIRNNW,Submitted,Sun Oct 29 06:36:49 PDT 2017,Sun Oct 29 06:37:36 PDT 2017,Wed Nov 01 06:37:36 PDT 2017,,,,47,100% (1587/1587),100% (1509/1509),100% (1509/1509),VXy21GwGs8o,2,0,0,2,0,2,0,{},{},{},3,0,0,,
389A2A304OUUXOK6TDY2WPVZMMGC0N,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:50 PDT 2017,,,36TFCYNS45MWY6YR8J6C4DAASQUXH1,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 21:42:59 PDT 2017,Sat Oct 28 21:43:19 PDT 2017,Tue Oct 31 21:43:19 PDT 2017,,,,20,100% (123/123),100% (123/123),100% (123/123),8X5tGQLBqPo,9,0,0,0,0,0,0,{},{},{},3,0,0,,
3Y7LTZE0YTYNL37WJYWUWUKRBT6UZ7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:06 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:06 PDT 2017,,,3G2UL9A02EQMM28JUNBADN8WHL767Q,A1P3Z24Y6GRNVA,Submitted,Sun Oct 29 06:54:51 PDT 2017,Sun Oct 29 06:55:08 PDT 2017,Wed Nov 01 06:55:08 PDT 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),3hOlJf_JQDs,3,0,0,0,0,2,0,{},{},{},3,0,0,,
3Y7LTZE0YTYNL37WJYWUWUKRBT6UZ7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:06 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:06 PDT 2017,,,3LBXNTKX0S73J0G8A7IKRWCM9FL9XQ,A37WXDYYT7RCZ0,Submitted,Sun Oct 29 05:45:42 PDT 2017,Sun Oct 29 05:46:00 PDT 2017,Wed Nov 01 05:46:00 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),3hOlJf_JQDs,3,0,0,0,0,2,0,{},{},{},3,0,0,,
3MWOYZD5WV0YR99GKO9R21LTJTAON7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:50 PDT 2017,,,36WLNQG780MD1T4ODM6OUDM5H7FEBU,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 21:44:51 PDT 2017,Sat Oct 28 21:45:10 PDT 2017,Tue Oct 31 21:45:10 PDT 2017,,,,19,100% (123/123),100% (123/123),100% (123/123),iMG962Rj3Vw,3,0,0,0,0,1,0,{},{},{},3,0,0,,
3MWOYZD5WV0YR99GKO9R21LTJTAON7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:50 PDT 2017,,,3WYP994K18351M4KHW1AQ0STLI5Y64,AE861G0AY5RGT,Submitted,Sat Oct 28 23:41:13 PDT 2017,Sat Oct 28 23:42:20 PDT 2017,Tue Oct 31 23:42:20 PDT 2017,,,,67,100% (51/51),100% (46/46),100% (45/45),iMG962Rj3Vw,3,0,0,0,0,2,0,{},{},{},3,0,0,,
3GVPRXWRPH6ZS26Q6MFXM73H7577IL,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:06 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:06 PDT 2017,,,3YDTZAI2WYSUWTP3MJ1MFFX5I6D14B,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:57:22 PDT 2017,Sat Oct 28 22:58:36 PDT 2017,Tue Oct 31 22:58:36 PDT 2017,,,,74,0% (0/0),0% (0/0),0% (0/0),ZW4Oe_fKJM0,5,0,0,0,0,1,0,{},{},{},3,0,0,,
356ZPKYPUHTAO8PV6QVH8HOQXIAPYF,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:06 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:06 PDT 2017,,,3GNA64GUZFG09GDKL3ABL8BRQF25QJ,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 03:43:15 PDT 2017,Sun Oct 29 03:44:39 PDT 2017,Wed Nov 01 03:44:39 PDT 2017,,,,84,100% (123/123),100% (123/123),100% (123/123),JLqBVj6f5gI,10,0,0,0,0,0,0,{},{},{},3,0,0,,
36BTXXLZ2VKF2ERQUBBZXNKY3ZZR4O,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:51 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:51 PDT 2017,,,3PW9OPU9PRWKTFAGI5IYM007YS5123,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:11:19 PDT 2017,Sat Oct 28 22:12:51 PDT 2017,Tue Oct 31 22:12:51 PDT 2017,,,,92,0% (0/0),0% (0/0),0% (0/0),IwQWibE8EOM,0,0,0,0,0,1,0,{},{},{},3,0,0,,
3G4VVJO6PZSF430E2BUQZ99FZ32KPG,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:19 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:19 PDT 2017,,,3BEFOD78W75RSIBSF5KKZ7L8GJQ4M8,A2TBXASXZIRNNW,Submitted,Sun Oct 29 06:10:44 PDT 2017,Sun Oct 29 06:11:07 PDT 2017,Wed Nov 01 06:11:07 PDT 2017,,,,23,100% (1587/1587),100% (1509/1509),100% (1509/1509),uogwnZGb-iE,32,0,0,1,0,3,0,{},{},{},3,0,0,,
3G4VVJO6PZSF430E2BUQZ99FZ32KPG,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:19 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:19 PDT 2017,,,3TPZPLC3M1OCVPP1777T66NX7NYP3V,A2R2YZTSME1K3F,Submitted,Sun Oct 29 05:13:40 PDT 2017,Sun Oct 29 05:21:28 PDT 2017,Wed Nov 01 05:21:28 PDT 2017,,,,468,0% (0/0),0% (0/0),0% (0/0),uogwnZGb-iE,32,0,0,0,0,3,0,{},{},{},3,0,0,,
3G4VVJO6PZSF430E2BUQZ99FZ32KPG,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:19 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:19 PDT 2017,,,3W2LOLRXLCR330DN553HSN4EJRRKRC,A3R79CYQ817AV3,Submitted,Sun Oct 29 02:13:32 PDT 2017,Sun Oct 29 02:14:38 PDT 2017,Wed Nov 01 02:14:38 PDT 2017,,,,66,100% (4/4),100% (4/4),100% (4/4),uogwnZGb-iE,32,0,0,0,0,3,0,{},{},{},3,0,0,,
3MGHRFQY2L170RLBP5GRTGNIPAZ0YK,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:25 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:25 PDT 2017,,,3TOK3KHVJUUCB8ENUJX4UNUN2LZ7OE,AYJGJAIY0EXW,Submitted,Sun Oct 29 06:41:12 PDT 2017,Sun Oct 29 06:46:10 PDT 2017,Wed Nov 01 06:46:10 PDT 2017,,,,298,0% (0/0),0% (0/0),0% (0/0),I5cS_TlV5B8,6,0,0,0,0,0,0,{},{},{},3,0,0,,
3D4BBDG7ZH8QEGJ3C0GLYNT6PY13CA,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:20 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:20 PDT 2017,,,3IXQG4FA2UAW6XD75BQ22ZLUQBZ9BH,A2R2YZTSME1K3F,Submitted,Sun Oct 29 00:01:19 PDT 2017,Sun Oct 29 00:04:54 PDT 2017,Wed Nov 01 00:04:54 PDT 2017,,,,215,0% (0/0),0% (0/0),0% (0/0),3V2qm0rw920,13,0,0,0,0,1,0,{},{},{},3,0,0,,
3D4BBDG7ZH8QEGJ3C0GLYNT6PY13CA,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:20 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:20 PDT 2017,,,3N8OEVH1FS2JWE6MB5E659GIS9DOON,AE861G0AY5RGT,Submitted,Sun Oct 29 01:36:33 PDT 2017,Sun Oct 29 01:38:26 PDT 2017,Wed Nov 01 01:38:26 PDT 2017,,,,113,100% (51/51),100% (46/46),100% (45/45),3V2qm0rw920,13,0,0,0,0,2,0,{},{},{},3,0,0,,
3D4BBDG7ZH8QEGJ3C0GLYNT6PY13CA,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:20 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:20 PDT 2017,,,3TEM0PF1Q697P0NEJBYF4E81QS20DO,A2WNW8A4MOR7T7,Submitted,Sun Oct 29 03:38:52 PDT 2017,Sun Oct 29 03:41:17 PDT 2017,Wed Nov 01 03:41:17 PDT 2017,,,,145,100% (123/123),100% (123/123),100% (123/123),3V2qm0rw920,13,0,0,0,0,1,0,{},{},{},3,0,0,,
3S37Y8CWI8CKAA8CT5L5KMSFVEEW4W,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:51 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:51 PDT 2017,,,3DL65MZB8ERWBYWURM2J5XSNZSQCEA,AE861G0AY5RGT,Submitted,Sat Oct 28 22:29:17 PDT 2017,Sat Oct 28 22:30:14 PDT 2017,Tue Oct 31 22:30:14 PDT 2017,,,,57,100% (51/51),100% (46/46),100% (45/45),3hOlJf_JQDs,1,0,0,0,0,3,0,{},{},{},3,0,0,,
3JVP4ZJHDP4LAR66LNUO7STUZR10IE,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:20 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:20 PDT 2017,,,3EWIJTFFVPJCH61EF69ZAWQMQ4GE08,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:45:55 PDT 2017,Sat Oct 28 23:47:14 PDT 2017,Tue Oct 31 23:47:14 PDT 2017,,,,79,0% (0/0),0% (0/0),0% (0/0),HXuRR2eBHHQ,2,0,0,0,0,3,0,{},{},{},3,0,0,,
